name,location,price,area_type,area,bhk
"Vatika Lifestyle Homes
3.7","3 BHK Flat in Sector 83, Gurgaon",₹1.65 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(2 Baths)"
"Signature Andour Heights
3.8","2 BHK Flat in Sector 71, Gurgaon",₹84.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Vatika City Homes
4.0","3 BHK Flat in Sector 83, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,740 sqft
(162 sqm)","3 BHK
(3 Baths)"
"M3M Woodshire
4.1","3 BHK Flat in Sector 107, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,943 sqft
(181 sqm)","3 BHK
(3 Baths)"
"Emaar MGF The Palm Drive
4.0","3 BHK Flat in Sector 66, Gurgaon",₹4.49 Cr,Super Built-up Area,"2,200 sqft
(204 sqm)","3 BHK
(3 Baths)"
"M3M The Marina
3.9","3 BHK Flat in Sector 68, Gurgaon",₹2.8 Cr,Super Built-up Area,"1,914 sqft
(178 sqm)","3 BHK
(3 Baths)"
,,,,,
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.8 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"Imperia The Esfera
3.9","4 BHK Flat in Sector 37C, Gurgaon",₹1.79 Cr,Super Built-up Area,"2,600 sqft
(242 sqm)","4 BHK
(4 Baths)"
"M3M The Marina
3.9","3 BHK Flat in Sector 68, Gurgaon",₹1.99 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(2 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,215 sqft
(113 sqm)","2 BHK
(2 Baths)"
"Emaar MGF The Palm Drive
4.0","2 BHK Flat in Sector 66, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,185 sqft
(110 sqm)","2 BHK
(2 Baths)"
"DLF Exclusive Floors
4.1","3 BHK Flat in DLF Phase 5, Gurgaon",₹4.15 Cr,Super Built-up Area,"1,900 sqft
(177 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.35 Cr,Carpet Area,"1,400 sqft
(130 sqm)","3 BHK
(3 Baths)"
Ashiana Anmol,"3 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.7 Cr,Super Built-up Area,"1,527 sqft
(142 sqm)","3 BHK
(3 Baths)"
"Ansal API Sushant Estate
4.0","4 BHK Flat in Sector 52, Gurgaon",₹2.8 Cr,Super Built-up Area,"1,620 sqft
(151 sqm)","4 BHK
(4 Baths)"
Ashiana Anmol,"2 BHK Flat in Sohna, Gurgaon",₹1.4 Cr,Super Built-up Area,"1,205 sqft
(112 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Ananda
4.2","3 BHK Flat in Sector 81, Gurgaon",₹2.15 Cr,Super Built-up Area,"1,790 sqft
(166 sqm)","3 BHK
(3 Baths)"
"Bestech Altura
3.5","4 BHK Flat in Sector 79, Gurgaon",₹4 Cr,Super Built-up Area,"2,675 sqft
(249 sqm)","4 BHK
(5 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.37 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
Smart World Gems,"2 BHK Flat in Sector 89, Gurgaon",₹1.31 Cr,Carpet Area,"1,194 sqft
(111 sqm)","2 BHK
(2 Baths)"
"La Vida by Tata Housing
3.6","3 BHK Flat in Sector 113, Gurgaon",₹3.95 Cr,Super Built-up Area,"2,690 sqft
(250 sqm)","3 BHK
(3 Baths)"
"AIPL The Peaceful Homes
3.8","3 BHK Flat in Sector 70A, Gurgaon",₹2.89 Cr,Carpet Area,"1,703 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"ILD Grand
3.6","3 BHK Flat in Sector 37C, Gurgaon",₹1.58 Cr,Super Built-up Area,"1,820 sqft
(169 sqm)","3 BHK
(3 Baths)"
"ILD Grand
3.6","3 BHK Flat in Sector 37C, Gurgaon",₹1.55 Cr,Super Built-up Area,"1,820 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","4 BHK Flat in Sector 37C, Gurgaon",₹1.8 Cr,Super Built-up Area,"2,600 sqft
(242 sqm)","4 BHK
(5 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.22 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
Pareena Mi Casa,"2 BHK Flat in Sector 68, Gurgaon",₹1.52 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"Tata Primanti
4.0","3 BHK Flat in Sector 72, Gurgaon",₹4.25 Cr,Super Built-up Area,"2,185 sqft
(203 sqm)","3 BHK
(4 Baths)"
"Imperia The Esfera
3.9","2 BHK Flat in Sector 37C, Gurgaon",₹1.24 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","2 BHK
(3 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹3.4 Cr,Super Built-up Area,"1,855 sqft
(172 sqm)","3 BHK
(3 Baths)"
,,,,,
Smart World Gems,"2 BHK Flat in Sector 89, Gurgaon",₹1.28 Cr,Super Built-up Area,"1,208 sqft
(112 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹64 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
"Pareena Express Heights
3.8","3 BHK Flat in Sector 99, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,970 sqft
(183 sqm)","3 BHK
(4 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹62.65 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
"Silverglades The Melia
3.7","2 BHK Flat in Sohna, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,425 sqft
(132 sqm)","2 BHK
(2 Baths)"
"Pioneer Park
3.6","2 BHK Flat in Sector 61, Gurgaon",₹2.2 Cr,Super Built-up Area,"1,270 sqft
(118 sqm)","2 BHK
(2 Baths)"
"Raheja Vedaanta
3.7","3 BHK Flat in Sector 108, Gurgaon",₹1.7 Cr,Super Built-up Area,"1,838 sqft
(171 sqm)","3 BHK
(3 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹61.85 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
"Ramprastha The Edge Towers
3.6","2 BHK Flat in Sector 37D, Gurgaon",₹1.14 Cr,Super Built-up Area,"1,380 sqft
(128 sqm)","2 BHK
(2 Baths)"
"ATS Triumph
3.7","3 BHK Flat in Sector 104, Gurgaon",₹4.1 Cr,Super Built-up Area,"3,150 sqft
(293 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","2 BHK Flat in Sector 37C, Gurgaon",₹1.27 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","2 BHK
(3 Baths)"
Smart World Gems,"3 BHK Flat in Sector 89, Gurgaon",₹1.61 Cr,Super Built-up Area,"1,494 sqft
(139 sqm)","3 BHK
(3 Baths)"
AIPL Zen Residences,"3 BHK Flat in Sector 70A, Gurgaon",₹2.85 Cr,Super Built-up Area,"1,703 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Puri Emerald Bay
4.0","2 BHK Flat in Sector 104, Gurgaon",₹2.05 Cr,Super Built-up Area,"1,550 sqft
(144 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Grand Spa
4.2","3 BHK Flat in Sector 81, Gurgaon",₹3.45 Cr,Super Built-up Area,"2,660 sqft
(247 sqm)","3 BHK
(3 Baths)"
"Puri Emerald Bay
4.0","3 BHK Flat in Sector 104, Gurgaon",₹3.74 Cr,Super Built-up Area,"2,450 sqft
(228 sqm)","3 BHK
(4 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹3.15 Cr,Super Built-up Area,"2,002 sqft
(186 sqm)","3 BHK
(3 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,625 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Bestech Park View Sanskruti
4.1","3 BHK Flat in Sector 92, Gurgaon",₹2.3 Cr,Super Built-up Area,"1,995 sqft
(185 sqm)","3 BHK
(4 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.5 Cr,Carpet Area,"2,025 sqft
(188 sqm)","3 BHK
(3 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.45 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(4 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","4 BHK Flat in Sector-33 Sohna, Gurgaon",₹3.53 Cr,Super Built-up Area,"2,407 sqft
(224 sqm)","4 BHK
(4 Baths)"
Ashiana Anmol,"3 BHK Flat in Sohna, Gurgaon",₹1.7 Cr,Super Built-up Area,"1,527 sqft
(142 sqm)","3 BHK
(3 Baths)"
Pareena Mi Casa,"2 BHK Flat in Sector 68, Gurgaon",₹1.51 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Spa Next
3.8","3 BHK Flat in Sector 67, Gurgaon",₹3.25 Cr,Super Built-up Area,"1,935 sqft
(180 sqm)","3 BHK
(4 Baths)"
,,,,,
"Ireo The Corridors
3.8","3 BHK Flat in Sector 67A, Gurgaon",₹2.91 Cr,Super Built-up Area,"1,852 sqft
(172 sqm)","3 BHK
(4 Baths)"
"Conscient Habitat
3.8","2 BHK Flat in Sector 99A, Gurgaon",₹54 Lac,Carpet Area,"481 sqft
(45 sqm)","2 BHK
(2 Baths)"
"Puri Emerald Bay
4.0","3 BHK Flat in Sector 104, Gurgaon",₹3.35 Cr,Super Built-up Area,"2,450 sqft
(228 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.75 Cr,Super Built-up Area,"2,343 sqft
(218 sqm)","3 BHK
(5 Baths)"
"Spaze Privy AT4
3.8","3 BHK Flat in Sector 84, Gurgaon",₹2 Cr,Super Built-up Area,"1,918 sqft
(178 sqm)","3 BHK
(3 Baths)"
"Chintels Serenity
3.5","3 BHK Flat in Sector 109, Gurgaon",₹2.75 Cr,Super Built-up Area,"1,955 sqft
(182 sqm)","3 BHK
(3 Baths)"
"Tata Gurgaon Gateway
3.6","3 BHK Flat in Sector 112, Gurgaon",₹3.2 Cr,Super Built-up Area,"2,215 sqft
(206 sqm)","3 BHK
(3 Baths)"
Godrej Meridien,"4 BHK Flat in Sector 106, Gurgaon",₹4.08 Cr,Super Built-up Area,"2,720 sqft
(253 sqm)","4 BHK
(4 Baths)"
"Indiabulls Centrum Park
3.8","3 BHK Flat in Sector 103, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,790 sqft
(166 sqm)","3 BHK
(3 Baths)"
"Emaar MGF Emerald Estate
3.7","2 BHK Flat in Sector 65, Gurgaon",₹2.2 Cr,Super Built-up Area,"1,074 sqft
(100 sqm)","2 BHK
(2 Baths)"
Sare Homes,"3 BHK Flat in Sector 92, Gurgaon",₹1.25 Cr,Super Built-up Area,"1,298 sqft
(121 sqm)","3 BHK
(3 Baths)"
"Orchid Petals
4.1","3 BHK Flat in Sector 49, Gurgaon",₹3.3 Cr,Super Built-up Area,"2,061 sqft
(191 sqm)","3 BHK
(4 Baths)"
"Ireo The Corridors
3.8","2 BHK Flat in Sector 67A, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,540 sqft
(143 sqm)","2 BHK
(2 Baths)"
"Raheja Navodaya
3.8","2 BHK Flat in Sector 92, Gurgaon",₹1.14 Cr,Super Built-up Area,"1,498 sqft
(139 sqm)","2 BHK
(2 Baths)"
Pareena Mi Casa,"2 BHK Flat in Sector 68, Gurgaon",₹1.05 Cr,Super Built-up Area,"865 sqft
(80 sqm)","2 BHK
(1 Bath)"
"Adani M2K Oyster Grande
3.8","4 BHK Flat in Sector 102, Gurgaon",₹3.9 Cr,Super Built-up Area,"3,200 sqft
(297 sqm)","4 BHK
(4 Baths)"
"Adani M2K Oyster Grande
3.8","4 BHK Flat in Sector 102, Gurgaon",₹3.9 Cr,Super Built-up Area,"3,200 sqft
(297 sqm)","4 BHK
(4 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.25 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(4 Baths)"
Greenopolis,"3 BHK Flat in Sector 89, Gurgaon",₹1.6 Cr,Super Built-up Area,"1,957 sqft
(182 sqm)","3 BHK
(3 Baths)"
"Alpha Corp GurgaonOne 84
4.0","2 BHK Flat in Sector 84, Gurgaon",₹1.4 Cr,Super Built-up Area,"1,270 sqft
(118 sqm)","2 BHK
(2 Baths)"
"Vatika Lifestyle Homes
3.7","3 BHK Flat in Sector 83, Gurgaon",₹1.72 Cr,Super Built-up Area,"1,755 sqft
(163 sqm)","3 BHK
(3 Baths)"
"MRG The Balcony
3.7","2 BHK Flat in Sector 93, Gurgaon",₹75 Lac,Super Built-up Area,"695 sqft
(65 sqm)","2 BHK
(2 Baths)"
Ashiana Anmol,"3 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.74 Cr,Super Built-up Area,"1,527 sqft
(142 sqm)","3 BHK
(3 Baths)"
"Ashiana Mulberry
3.8","3 BHK Flat in Sohna, Gurgaon",₹1.6 Cr,Super Built-up Area,"1,465 sqft
(136 sqm)","3 BHK
(2 Baths)"
"Emaar Emerald Hills
4.1","2 BHK Flat in Sector 65, Gurgaon",₹2.75 Cr,Carpet Area,"1,020 sqft
(95 sqm)","2 BHK
(2 Baths)"
,,,,,
"Ireo The Corridors
3.8","2 BHK Flat in Sector 67A, Gurgaon",₹2.05 Cr,Super Built-up Area,"1,296 sqft
(120 sqm)","2 BHK
(2 Baths)"
Adani Samsara Avasa,"4 BHK Flat in Sector 63A, Gurgaon",₹4.8 Cr,Carpet Area,"1,519 sqft
(141 sqm)","4 BHK
(4 Baths)"
"M3M Merlin
3.8","3 BHK Flat in Sector 67, Gurgaon",₹3.95 Cr,Super Built-up Area,"2,047 sqft
(190 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"GPL Eden Heights
4.1","3 BHK Flat in Sector 70, Gurgaon",₹2.82 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(4 Baths)"
Smart World Gems,"3 BHK Flat in Sector 89, Gurgaon",₹1.6 Cr,Built-up Area,"1,490 sqft
(138 sqm)","3 BHK
(2 Baths)"
Signature Global The Millennia 2,"2 BHK Flat in Sector 37D, Gurgaon",₹75 Lac,Carpet Area,"552 sqft
(51 sqm)","2 BHK
(2 Baths)"
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹60 Lac,Super Built-up Area,"583 sqft
(54 sqm)","2 BHK
(2 Baths)"
Emerald Floors Premier Phase 3,"3 BHK Flat in Golf Course Road, Gurgaon",₹3.11 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","3 BHK
(3 Baths)"
Godrej Air,"3 BHK Flat in Sector 85, Gurgaon",₹3.12 Cr,Super Built-up Area,"2,129 sqft
(198 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Vatika City
4.0","3 BHK Flat in Sector 49, Gurgaon",₹2.9 Cr,Super Built-up Area,"1,665 sqft
(155 sqm)","3 BHK
(3 Baths)"
"Vatika City
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.35 Cr,Super Built-up Area,"1,881 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Ramsons Kshitij
3.8","2 BHK Flat in Sector 95, Gurgaon",₹56 Lac,Carpet Area,"684 sqft
(64 sqm)","2 BHK
(2 Baths)"
"Shree Vardhman Victoria
3.7","3 BHK Flat in Sector 70, Gurgaon",₹2.42 Cr,Carpet Area,"1,950 sqft
(181 sqm)","3 BHK
(4 Baths)"
"DLF Belvedere Towers
3.8","4 BHK Flat in DLF Phase 2, Gurgaon",₹4.6 Cr,Super Built-up Area,"2,250 sqft
(209 sqm)","4 BHK
(4 Baths)"
"Emaar Palm Gardens
4.0","3 BHK Flat in Sector 83, Gurgaon",₹2.19 Cr,Super Built-up Area,"1,720 sqft
(160 sqm)","3 BHK
(3 Baths)"
"Suncity Avenue 76
3.8","2 BHK Flat in Sector 76, Gurgaon",₹90 Lac,Carpet Area,"536 sqft
(50 sqm)","2 BHK
(2 Baths)"
"Ireo The Corridors
3.8","3 BHK Flat in Sector 67A, Gurgaon",₹3.48 Cr,Super Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(3 Baths)"
"BPTP Spacio
3.9","3 BHK Flat in Sector 37D, Gurgaon",₹2.15 Cr,Super Built-up Area,"1,800 sqft
(167 sqm)","3 BHK
(4 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,852 sqft
(172 sqm)","3 BHK
(3 Baths)"
"Experion The Heartsong
3.9","4 BHK Flat in Sector 108, Gurgaon",₹3.2 Cr,Super Built-up Area,"2,631 sqft
(244 sqm)","4 BHK
(5 Baths)"
"Vatika Lifestyle Homes
3.7","3 BHK Flat in Sector 83, Gurgaon",₹1.7 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(2 Baths)"
"Puri Emerald Bay
4.0","3 BHK Flat in Sector 104, Gurgaon",₹3.65 Cr,Carpet Area,"1,350 sqft
(125 sqm)","3 BHK
(4 Baths)"
"Green Court
3.5","2 BHK Flat in Sector 90, Gurgaon",₹76 Lac,Carpet Area,"7,000 sqft
(650 sqm)","2 BHK
(2 Baths)"
,,,,,
Assotech Blith,"3 BHK Flat in Sector 99, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,685 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Paras Irene
3.9","3 BHK Flat in Sector 70A, Gurgaon",₹2.83 Cr,Super Built-up Area,"1,830 sqft
(170 sqm)","3 BHK
(3 Baths)"
"Raheja Atharva
3.5","3 BHK Flat in Sector 109, Gurgaon",₹2.7 Cr,Super Built-up Area,"2,381 sqft
(221 sqm)","3 BHK
(4 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"DLF Belvedere Towers
3.8","4 BHK Flat in DLF Phase 2, Gurgaon",₹4.57 Cr,Super Built-up Area,"2,245 sqft
(209 sqm)","4 BHK
(4 Baths)"
Godrej Meridien,"3 BHK Flat in Sector 106, Gurgaon",₹2.85 Cr,Super Built-up Area,"1,855 sqft
(172 sqm)","3 BHK
(3 Baths)"
"Cosmos Express 99
3.5","4 BHK Flat in Sector 99, Gurgaon",₹3 Cr,Super Built-up Area,"3,000 sqft
(279 sqm)","4 BHK
(4 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹3.15 Cr,Super Built-up Area,"2,579 sqft
(240 sqm)","3 BHK
(4 Baths)"
"Emaar Mgf Palm Terraces Select
3.6","4 BHK Flat in Sector 66, Gurgaon",₹4.11 Cr,Super Built-up Area,"2,410 sqft
(224 sqm)","4 BHK
(5 Baths)"
"Emaar Mgf Palm Terraces Select
3.6","4 BHK Flat in Sector 66, Gurgaon",₹4.25 Cr,Super Built-up Area,"2,410 sqft
(224 sqm)","4 BHK
(5 Baths)"
"Emaar Mgf Palm Terraces Select
3.6","4 BHK Flat in Sector 66, Gurgaon",₹4.08 Cr,Super Built-up Area,"2,410 sqft
(224 sqm)","4 BHK
(5 Baths)"
"Indiabulls Centrum Park
3.8","2 BHK Flat in Sector 103, Gurgaon",₹1.5 Cr,Super Built-up Area,"1,481 sqft
(138 sqm)","2 BHK
(2 Baths)"
Hero Homes,"2 BHK Flat in Sector 104, Gurgaon",₹1.65 Cr,Super Built-up Area,"1,099 sqft
(102 sqm)","2 BHK
(2 Baths)"
"AIPL The Peaceful Homes
3.8","3 BHK Flat in Sector 70A, Gurgaon",₹3.5 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(3 Baths)"
"Conscient Elevate
3.4","3 BHK Flat in Sector 59, Gurgaon",₹4.82 Cr,Carpet Area,"2,095 sqft
(195 sqm)","3 BHK
(3 Baths)"
Greenopolis,"3 BHK Flat in Sector 89, Gurgaon",₹1.58 Cr,Super Built-up Area,"1,957 sqft
(182 sqm)","3 BHK
(3 Baths)"
"Kendriya Vihar
4.0","2 BHK Flat in Sector 56, Gurgaon",₹1.5 Cr,Carpet Area,"850 sqft
(79 sqm)","2 BHK
(2 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.45 Cr,Super Built-up Area,"2,025 sqft
(188 sqm)","3 BHK
(4 Baths)"
"Tata Primanti
4.0","3 BHK Flat in Sector 72, Gurgaon",₹4.15 Cr,Super Built-up Area,"2,185 sqft
(203 sqm)","3 BHK
(4 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.75 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Emaar MGF Emerald Floors Premier
3.7","4 BHK Flat in Sector 65, Gurgaon",₹3.63 Cr,Super Built-up Area,"1,975 sqft
(183 sqm)","4 BHK
(4 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.94 Cr,Super Built-up Area,"1,215 sqft
(113 sqm)","2 BHK
(2 Baths)"
Ramprastha Primera,"3 BHK Flat in Sector 37D, Gurgaon",₹1.82 Cr,Super Built-up Area,"1,800 sqft
(167 sqm)","3 BHK
(3 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹59.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Satya The Hermitage
3.5","4 BHK Flat in Sector 103, Gurgaon",₹2.7 Cr,Super Built-up Area,"4,669 sqft
(434 sqm)","4 BHK
(5 Baths)"
,,,,,
"Conscient Heritage Max
4.2","3 BHK Flat in Sector 102, Gurgaon",₹2.75 Cr,Super Built-up Area,"2,149 sqft
(200 sqm)","3 BHK
(4 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹63.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Conscient Heritage Max
4.2","3 BHK Flat in Sector 102, Gurgaon",₹3.2 Cr,Super Built-up Area,"2,149 sqft
(200 sqm)","3 BHK
(4 Baths)"
"Vatika Sovereign Park
3.9","4 BHK Flat in Sector 99, Gurgaon",₹4.38 Cr,Super Built-up Area,"3,360 sqft
(312 sqm)","4 BHK
(4 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.7 Cr,Super Built-up Area,"1,789 sqft
(166 sqm)","3 BHK
(3 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹3.25 Cr,Super Built-up Area,"2,134 sqft
(198 sqm)","3 BHK
(3 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,134 sqft
(198 sqm)","3 BHK
(3 Baths)"
"La Vida by Tata Housing
3.6","2 BHK Flat in Sector 113, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,330 sqft
(124 sqm)","2 BHK
(2 Baths)"
"ILD Greens
4.0","4 BHK Flat in Sector 37C, Gurgaon",₹1.59 Cr,Super Built-up Area,"2,106 sqft
(196 sqm)","4 BHK
(3 Baths)"
"Indiabulls Centrum Park
3.8","4 BHK Flat in Sector 103, Gurgaon",₹2.85 Cr,Super Built-up Area,"2,875 sqft
(267 sqm)","4 BHK
(6 Baths)"
ATS Kocoon,"3 BHK Flat in Sector 109, Gurgaon",₹2.85 Cr,Super Built-up Area,"2,095 sqft
(195 sqm)","3 BHK
(4 Baths)"
"Suncity Avenue 76
3.8","2 BHK Flat in Sector 76, Gurgaon",₹92.5 Lac,Super Built-up Area,"745 sqft
(69 sqm)","2 BHK
(2 Baths)"
Madhur Jeevan Apartments,"4 BHK Flat in Sector 56, Gurgaon",₹2.95 Cr,Super Built-up Area,"2,000 sqft
(186 sqm)","4 BHK
(3 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.35 Cr,Carpet Area,"1,549 sqft
(144 sqm)","3 BHK
(3 Baths)"
"M3M Escala
3.9","3 BHK Flat in Sector 70A, Gurgaon",₹3.08 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"Unitech Escape
3.8","3 BHK Flat in Nirvana Country, Gurgaon",₹3.2 Cr,Super Built-up Area,"1,897 sqft
(176 sqm)","3 BHK
(3 Baths)"
"DLF The Skycourt
4.0","3 BHK Flat in Sector 86, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,929 sqft
(179 sqm)","3 BHK
(3 Baths)"
"Paras Irene
3.9","3 BHK Flat in Sector 70A, Gurgaon",₹3.1 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(4 Baths)"
"Adani M2K Oyster Grande
3.8","4 BHK Flat in Sector 102, Gurgaon",₹3.75 Cr,Super Built-up Area,"3,198 sqft
(297 sqm)","4 BHK
(4 Baths)"
"Piedmont Taksila heights
3.7","3 BHK Flat in Sector 37C, Gurgaon",₹1.55 Cr,Carpet Area,"1,900 sqft
(177 sqm)","3 BHK
(3 Baths)"
"DLF Wellington Estate
4.0","4 BHK Flat in DLF Phase 5, Gurgaon",₹4.15 Cr,Super Built-up Area,"1,742 sqft
(162 sqm)","4 BHK
(4 Baths)"
"Bestech Park View Spa Next
3.8","4 BHK Flat in Sector 67, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,350 sqft
(218 sqm)","4 BHK
(4 Baths)"
"Bestech Park View Residency
4.0","2 BHK Flat in Palam Vihar, Gurgaon",₹1.6 Cr,Super Built-up Area,"1,565 sqft
(145 sqm)","2 BHK
(2 Baths)"
"Vatika Sovereign Park
3.9","4 BHK Flat in Sector 99, Gurgaon",₹4.45 Cr,Super Built-up Area,"3,360 sqft
(312 sqm)","4 BHK
(4 Baths)"
Signature The Serenas,"2 BHK Flat in Sohna, Gurgaon",₹66.5 Lac,Carpet Area,"531 sqft
(49 sqm)","2 BHK
(2 Baths)"
,,,,,
"ATS Triumph
3.7","3 BHK Flat in Sector 104, Gurgaon",₹2.8 Cr,Carpet Area,"2,290 sqft
(213 sqm)","3 BHK
(4 Baths)"
"Emaar Imperial Gardens
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.4 Cr,Super Built-up Area,"2,025 sqft
(188 sqm)","3 BHK
(4 Baths)"
