name,location,price,area_type,area,bhk
,,,,,
Godrej Meridien,"2 BHK Flat in Sector 106, Gurgaon",₹2.19 Cr,Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Bhumi Residency II, Rajinder Park","3 BHK Flat in Sector 105, Gurgaon",₹70 Lac,Super Built-up Area,"900 sqft
(84 sqm)","3 BHK
(2 Baths)"
"M3M The Marina
3.9","3 BHK Flat in Sector 68, Gurgaon",₹2 Cr,Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(2 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.92 Cr,Super Built-up Area,"2,003 sqft
(186 sqm)","3 BHK
(4 Baths)"
"Unitech Escape
3.8","3 BHK Flat in Nirvana Country, Gurgaon",₹3.25 Cr,Super Built-up Area,"2,066 sqft
(192 sqm)","3 BHK
(4 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,600 sqft
(149 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.45 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"BPTP Terra
3.9","4 BHK Flat in Sector 37D, Gurgaon",₹2.5 Cr,Super Built-up Area,"2,213 sqft
(206 sqm)","4 BHK
(3 Baths)"
Laburnum Victory Floors,"3 BHK Flat in Sector 63A, Gurgaon",₹2.35 Cr,Carpet Area,"1,250 sqft
(116 sqm)","3 BHK
(3 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,626 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Unitech Harmony
3.3","3 BHK Flat in Nirvana Country, Gurgaon",₹3.52 Cr,Super Built-up Area,"2,623 sqft
(244 sqm)","3 BHK
(4 Baths)"
"M3M Skywalk
3.9","3 BHK Flat in Sector 74, Gurgaon",₹3.35 Cr,Super Built-up Area,"2,018 sqft
(187 sqm)","3 BHK
(3 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.58 Cr,Carpet Area,"1,630 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Bestech Park View Spa Next
3.8","4 BHK Flat in Sector 67, Gurgaon",₹3.3 Cr,Super Built-up Area,"2,350 sqft
(218 sqm)","4 BHK
(4 Baths)"
"Vatika Sovereign Park
3.9","3 BHK Flat in Sector 99, Gurgaon",₹4.17 Cr,Super Built-up Area,"2,780 sqft
(258 sqm)","3 BHK
(3 Baths)"
"ATS Tourmaline
4.0","4 BHK Flat in Sector 109, Gurgaon",₹4.25 Cr,Super Built-up Area,"3,150 sqft
(293 sqm)","4 BHK
(5 Baths)"
Godrej Habitat,"2 BHK Flat in Sector 3, Gurgaon",₹1.41 Cr,Carpet Area,"1,444 sqft
(134 sqm)","2 BHK
(2 Baths)"
"CGHS HEWO Apartments
3.9","4 BHK Flat in Sector 56, Gurgaon",₹3.65 Cr,Built-up Area,"2,450 sqft
(228 sqm)","4 BHK
(4 Baths)"
"Bestech Park View Spa Next
3.8","3 BHK Flat in Sector 67, Gurgaon",₹2.95 Cr,Super Built-up Area,"1,935 sqft
(180 sqm)","3 BHK
(4 Baths)"
"Indiabulls Enigma
3.3","4 BHK Flat in Sector 110, Gurgaon",₹4.98 Cr,Super Built-up Area,"3,400 sqft
(316 sqm)","4 BHK
(5 Baths)"
"Bestech Park View Sanskruti
4.1","3 BHK Flat in Sector 92, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,995 sqft
(185 sqm)","3 BHK
(4 Baths)"
"Bestech Park View Spa Next
3.8","3 BHK Flat in Sector 67, Gurgaon",₹2.9 Cr,Super Built-up Area,"1,935 sqft
(180 sqm)","3 BHK
(4 Baths)"
"Bestech Park View Spa Next
3.8","3 BHK Flat in Sector 67, Gurgaon",₹3.1 Cr,Super Built-up Area,"1,935 sqft
(180 sqm)","3 BHK
(4 Baths)"
Adani Samsara Avasa,"4 BHK Flat in Sector 63, Gurgaon",₹4.25 Cr,Built-up Area,"2,700 sqft
(251 sqm)","4 BHK
(4 Baths)"
,,,,,
"ATS Marigold
3.6","3 BHK Flat in Sector 89 A, Gurgaon",₹4.4 Cr,Super Built-up Area,"3,670 sqft
(341 sqm)","3 BHK
(3 Baths)"
M3M Soulitude,"2 BHK Flat in Sector 89, Gurgaon",₹1.45 Cr,Carpet Area,"1,105 sqft
(103 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.99 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Bestech Altura
3.5","3 BHK Flat in Sector 79, Gurgaon",₹2.58 Cr,Super Built-up Area,"2,050 sqft
(190 sqm)","3 BHK
(3 Baths)"
"ATS Tourmaline
4.0","4 BHK Flat in Sector 109, Gurgaon",₹3.99 Cr,Super Built-up Area,"3,150 sqft
(293 sqm)","4 BHK
(5 Baths)"
"ATS Marigold
3.6","3 BHK Flat in Sector 89 A, Gurgaon",₹3.05 Cr,Super Built-up Area,"2,650 sqft
(246 sqm)","3 BHK
(4 Baths)"
"Pareena Coban Residences
3.3","3 BHK Flat in Sector 99A, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,997 sqft
(186 sqm)","3 BHK
(5 Baths)"
"DLF Princeton Estate
4.2","3 BHK Flat in DLF Phase 5, Gurgaon",₹3 Cr,Carpet Area,"840 sqft
(78 sqm)","3 BHK
(2 Baths)"
"Mapsko Mount Ville
4.1","4 BHK Flat in Sector 79, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,650 sqft
(246 sqm)","4 BHK
(5 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,692 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Eldeco Accolade
3.9","3 BHK Flat in Sohna, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,751 sqft
(163 sqm)","3 BHK
(3 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.55 Cr,Super Built-up Area,"1,889 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Vatika The Seven Lamps
3.8","4 BHK Flat in Sector 82, Gurgaon",₹2.75 Cr,Super Built-up Area,"2,425 sqft
(225 sqm)","4 BHK
(4 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.75 Cr,Super Built-up Area,"1,435 sqft
(133 sqm)","2 BHK
(2 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.2 Cr,Super Built-up Area,"2,072 sqft
(193 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.85 Cr,Super Built-up Area,"2,003 sqft
(186 sqm)","3 BHK
(3 Baths)"
"Ireo Skyon
4.1","2 BHK Flat in Sector 60, Gurgaon",₹2.86 Cr,Super Built-up Area,"1,524 sqft
(142 sqm)","2 BHK
(3 Baths)"
"Ireo The Grand Arch
3.8","3 BHK Flat in sector 58, Gurgaon",₹4.8 Cr,Super Built-up Area,"2,164 sqft
(201 sqm)","3 BHK
(4 Baths)"
"Ireo Victory Valley
4.0","2 BHK Flat in Sector 67, Gurgaon",₹2.86 Cr,Super Built-up Area,"1,470 sqft
(137 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Sanskruti
4.1","3 BHK Flat in Sector 92, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,995 sqft
(185 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.93 Cr,Super Built-up Area,"2,343 sqft
(218 sqm)","3 BHK
(5 Baths)"
"Emaar Palm Gardens
4.0","3 BHK Flat in Sector 83, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,900 sqft
(177 sqm)","3 BHK
(4 Baths)"
"Krisumi Waterfall Residences
3.7","3 BHK Flat in Sector 36A, Gurgaon",₹3.85 Cr,Super Built-up Area,"1,975 sqft
(183 sqm)","3 BHK
(2 Baths)"
"M3M Merlin
3.8","3 BHK Flat in Sector 67, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,047 sqft
(190 sqm)","3 BHK
(3 Baths)"
,,,,,
"Bestech Altura
3.5","3 BHK Flat in Sector 79, Gurgaon",₹2.54 Cr,Super Built-up Area,"2,050 sqft
(190 sqm)","3 BHK
(3 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,626 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Spaze Privvy The Address
3.9","3 BHK Flat in Sector 93, Gurgaon",₹1.89 Cr,Super Built-up Area,"2,105 sqft
(196 sqm)","3 BHK
(4 Baths)"
"Bestech Park View Spa Next
3.8","3 BHK Flat in Sector 67A, Gurgaon",₹2.95 Cr,Super Built-up Area,"1,935 sqft
(180 sqm)","3 BHK
(3 Baths)"
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹62 Lac,Super Built-up Area,"580 sqft
(54 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Bestech Park View Ananda
4.2","2 BHK Flat in Sector 81, Gurgaon",₹1.49 Cr,Super Built-up Area,"1,360 sqft
(126 sqm)","2 BHK
(2 Baths)"
Sare Homes,"3 BHK Flat in Sector 92, Gurgaon",₹1.5 Cr,Carpet Area,"1,440 sqft
(134 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.35 Cr,Carpet Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
DLF The Skycourt,"3 BHK Flat in Sector 86, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,929 sqft
(179 sqm)","3 BHK
(3 Baths)"
"Unitech Fresco
3.8","3 BHK Flat in Nirvana Country, Gurgaon",₹2.78 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","2 BHK Flat in Sector 65, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,310 sqft
(122 sqm)","2 BHK
(2 Baths)"
"Unitech Harmony
3.3","3 BHK Flat in Nirvana Country, Gurgaon",₹3.95 Cr,Super Built-up Area,"2,617 sqft
(243 sqm)","3 BHK
(4 Baths)"
"Breez Global Heights
4.1","2 BHK Flat in Sohna, Gurgaon",₹65 Lac,Super Built-up Area,"700 sqft
(65 sqm)","2 BHK
(2 Baths)"
"M3M Skywalk
3.9","2 BHK Flat in Sector 74, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,400 sqft
(130 sqm)","2 BHK
(2 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.51 Cr,Super Built-up Area,"1,889 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Bestech Altura
3.5","3 BHK Flat in Sector 79, Gurgaon",₹2.81 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(4 Baths)"
Hero Homes,"2 BHK Flat in Sector 104, Gurgaon",₹1.65 Cr,Super Built-up Area,"1,099 sqft
(102 sqm)","2 BHK
(2 Baths)"
"Ireo Victory Valley
4.0","3 BHK Flat in Sector 67, Gurgaon",₹4.22 Cr,Super Built-up Area,"2,411 sqft
(224 sqm)","3 BHK
(3 Baths)"
"Emaar Palm Gardens
4.0","3 BHK Flat in Sector 83, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,850 sqft
(172 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,711 sqft
(159 sqm)","3 BHK
(3 Baths)"
DLF The Skycourt,"3 BHK Flat in Sector 86, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,929 sqft
(179 sqm)","3 BHK
(3 Baths)"
"Shree Vardhman Victoria
3.7","3 BHK Flat in Sector 70, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,950 sqft
(181 sqm)","3 BHK
(5 Baths)"
"Shree Vardhman Victoria
3.7","3 BHK Flat in Sector 70, Gurgaon",₹2.5 Cr,Super Built-up Area,"1,950 sqft
(181 sqm)","3 BHK
(4 Baths)"
"Unitech Fresco
3.8","3 BHK Flat in Nirvana Country, Gurgaon",₹2.5 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
,,,,,
"Vatika City
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.45 Cr,Super Built-up Area,"2,083 sqft
(194 sqm)","3 BHK
(4 Baths)"
"Vatika City
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.2 Cr,Super Built-up Area,"1,756 sqft
(163 sqm)","3 BHK
(3 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.26 Cr,Super Built-up Area,"2,072 sqft
(193 sqm)","3 BHK
(3 Baths)"
The Rising Homes,"3 BHK Flat in Sector 92, Gurgaon",₹1.4 Cr,Built-up Area,"1,523 sqft
(141 sqm)","3 BHK
(3 Baths)"
Lotus Elise,"3 BHK Flat in Sector 99, Gurgaon",₹2.38 Cr,Super Built-up Area,"2,075 sqft
(193 sqm)","3 BHK
(4 Baths)"
"Bestech Altura
3.5","3 BHK Flat in Sector 79, Gurgaon",₹2.41 Cr,Super Built-up Area,"2,015 sqft
(187 sqm)","3 BHK
(3 Baths)"
"Adani M2K Oyster Grande
3.8","4 BHK Flat in Sector 102, Gurgaon",₹3.49 Cr,Super Built-up Area,"3,198 sqft
(297 sqm)","4 BHK
(4 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.39 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
"Experion Windchants
3.9","3 BHK Flat in Sector 112, Gurgaon",₹4.69 Cr,Super Built-up Area,"2,802 sqft
(260 sqm)","3 BHK
(3 Baths)"
"Emaar MGF The Palm Drive
4.0","3 BHK Flat in Sector 66, Gurgaon",₹4.6 Cr,Super Built-up Area,"2,221 sqft
(206 sqm)","3 BHK
(4 Baths)"
"Ireo Skyon
4.1","2 BHK Flat in Sector 60, Gurgaon",₹2.85 Cr,Super Built-up Area,"1,524 sqft
(142 sqm)","2 BHK
(3 Baths)"
"Krisumi Waterfall Residences
3.7","3 BHK Flat in Sector 36A, Gurgaon",₹4.7 Cr,Super Built-up Area,"2,538 sqft
(236 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Ireo The Corridors
3.8","3 BHK Flat in Sector 67A, Gurgaon",₹3.11 Cr,Built-up Area,"1,727 sqft
(160 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.7 Cr,Super Built-up Area,"1,932 sqft
(179 sqm)","3 BHK
(3 Baths)"
"M3M Merlin
3.8","3 BHK Flat in Sector 67, Gurgaon",₹4.75 Cr,Built-up Area,"2,333 sqft
(217 sqm)","3 BHK
(3 Baths)"
Ashiana Anmol,"2 BHK Flat in Sohna, Gurgaon",₹1.35 Cr,Super Built-up Area,"1,205 sqft
(112 sqm)","2 BHK
(2 Baths)"
"Unitech Fresco
3.8","2 BHK Flat in Nirvana Country, Gurgaon",₹2.21 Cr,Super Built-up Area,"1,489 sqft
(138 sqm)","2 BHK
(2 Baths)"
"Bestech Park View Spa Next
3.8","4 BHK Flat in Sector 67, Gurgaon",₹4.15 Cr,Super Built-up Area,"2,635 sqft
(245 sqm)","4 BHK
(5 Baths)"
"BPTP Terra
3.9","4 BHK Flat in Sector 37D, Gurgaon",₹2.66 Cr,Super Built-up Area,"2,191 sqft
(204 sqm)","4 BHK
(3 Baths)"
Godrej Meridien,"2 BHK Flat in Sector 106, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Ireo The Corridors
3.8","2 BHK Flat in Sector 67A, Gurgaon",₹2.68 Cr,Super Built-up Area,"1,484 sqft
(138 sqm)","2 BHK
(2 Baths)"
Tulip Leaf,"3 BHK Flat in Sector 69, Gurgaon",₹3.1 Cr,Super Built-up Area,"1,812 sqft
(168 sqm)","3 BHK
(3 Baths)"
Tulip Violet,"3 BHK Flat in Sector 69, Gurgaon",₹2.3 Cr,Super Built-up Area,"1,578 sqft
(147 sqm)","3 BHK
(3 Baths)"
,,,,,
"DLF The Primus
4.0","4 BHK Flat in Sector 82A, Gurgaon",₹4.5 Cr,Super Built-up Area,"2,606 sqft
(242 sqm)","4 BHK
(4 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.98 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"Unitech Fresco
3.8","3 BHK Flat in Nirvana Country, Gurgaon",₹2.7 Cr,Super Built-up Area,"1,836 sqft
(171 sqm)","3 BHK
(3 Baths)"
"Pareena Coban Residences
3.3","3 BHK Flat in Sector 99A, Gurgaon",₹2.7 Cr,Super Built-up Area,"1,997 sqft
(186 sqm)","3 BHK
(5 Baths)"
"Bestech Park View Spa Next
3.8","4 BHK Flat in Sector 67, Gurgaon",₹4.2 Cr,Super Built-up Area,"2,685 sqft
(249 sqm)","4 BHK
(5 Baths)"
"Tata Gurgaon Gateway
3.6","2 BHK Flat in Sector 112, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,580 sqft
(147 sqm)","2 BHK
(2 Baths)"
"Ireo Skyon
4.1","2 BHK Flat in Sector 60, Gurgaon",₹2.68 Cr,Super Built-up Area,"1,374 sqft
(128 sqm)","2 BHK
(2 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.52 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
M3M Soulitude,"3 BHK Flat in Sector 89, Gurgaon",₹1.7 Cr,Built-up Area,"1,494 sqft
(139 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.86 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(3 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.9 Cr,Super Built-up Area,"1,852 sqft
(172 sqm)","3 BHK
(3 Baths)"
"Tulip Yellow
3.5","3 BHK Flat in Sector 69, Gurgaon",₹2.25 Cr,Super Built-up Area,"1,704 sqft
(158 sqm)","3 BHK
(3 Baths)"
"AIPL The Peaceful Homes
3.8","3 BHK Flat in Sector 70A, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(3 Baths)"
"Orchid Petals
4.1","4 BHK Flat in Sector 49, Gurgaon",₹4.7 Cr,Super Built-up Area,"2,562 sqft
(238 sqm)","4 BHK
(4 Baths)"
"AIPL The Peaceful Homes
3.8","3 BHK Flat in Sector 70A, Gurgaon",₹3.45 Cr,Super Built-up Area,"2,150 sqft
(200 sqm)","3 BHK
(3 Baths)"
"Shree Vardhman Victoria
3.7","3 BHK Flat in Sector 70, Gurgaon",₹2.45 Cr,Super Built-up Area,"1,950 sqft
(181 sqm)","3 BHK
(3 Baths)"
Hero Homes,"2 BHK Flat in Sector 104, Gurgaon",₹1.63 Cr,Super Built-up Area,"1,099 sqft
(102 sqm)","2 BHK
(2 Baths)"
"DLF Regal Gardens
3.9","3 BHK Flat in Sector 90, Gurgaon",₹2.15 Cr,Super Built-up Area,"1,737 sqft
(161 sqm)","3 BHK
(3 Baths)"
Eldeco Accolade,"3 BHK Flat in Sector-2 Sohna, Gurgaon",₹1.99 Cr,Super Built-up Area,"1,751 sqft
(163 sqm)","3 BHK
(3 Baths)"
"Orchid Petals
4.1","3 BHK Flat in Sector 49, Gurgaon",₹3.55 Cr,Super Built-up Area,"2,061 sqft
(191 sqm)","3 BHK
(3 Baths)"
"TARC Maceo
4.0","3 BHK Flat in Sector 91, Gurgaon",₹4.5 Cr,Super Built-up Area,"3,231 sqft
(300 sqm)","3 BHK
(3 Baths)"
Greenopolis,"3 BHK Flat in Sector 89, Gurgaon",₹1.54 Cr,Super Built-up Area,"1,910 sqft
(177 sqm)","3 BHK
(3 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹3.4 Cr,Super Built-up Area,"2,579 sqft
(240 sqm)","3 BHK
(4 Baths)"
"Malibu Towne
3.8","3 BHK Flat in Malibu Town, Gurgaon",₹3.55 Cr,Built-up Area,"2,466 sqft
(229 sqm)","3 BHK
(3 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.65 Cr,Super Built-up Area,"1,898 sqft
(176 sqm)","3 BHK
(3 Baths)"
,,,,,
"Mapsko Royale Ville
4.0","3 BHK Flat in Sector 82, Gurgaon",₹2.27 Cr,Super Built-up Area,"2,300 sqft
(214 sqm)","3 BHK
(5 Baths)"
"Pareena Express Heights
3.8","3 BHK Flat in Sector 99, Gurgaon",₹2 Cr,Super Built-up Area,"1,970 sqft
(183 sqm)","3 BHK
(4 Baths)"
Smart World Gems,"3 BHK Flat in Sector 89, Gurgaon",₹1.62 Cr,Super Built-up Area,"1,494 sqft
(139 sqm)","3 BHK
(3 Baths)"
Laburnum Victory Floors,"3 BHK Flat in Sector 63A, Gurgaon",₹2.5 Cr,Super Built-up Area,"1,800 sqft
(167 sqm)","3 BHK
(3 Baths)"
"Experion Windchants
3.9","2 BHK Flat in Sector 112, Gurgaon",₹4.1 Cr,Super Built-up Area,"2,441 sqft
(227 sqm)","2 BHK
(2 Baths)"
"Spaze Privy AT4
3.8","3 BHK Flat in Sector 84, Gurgaon",₹1.9 Cr,Carpet Area,"1,918 sqft
(178 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","2 BHK Flat in Sector 108, Gurgaon",₹2.68 Cr,Super Built-up Area,"1,381 sqft
(128 sqm)","2 BHK
(2 Baths)"
"M3M Merlin
3.8","3 BHK Flat in Sector 67, Gurgaon",₹4.65 Cr,Super Built-up Area,"2,358 sqft
(219 sqm)","3 BHK
(4 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹71 Lac,Carpet Area,"595 sqft
(55 sqm)","2 BHK
(2 Baths)"
"DLF The Primus
4.0","3 BHK Flat in Sector 82A, Gurgaon",₹2.92 Cr,Super Built-up Area,"1,818 sqft
(169 sqm)","3 BHK
(3 Baths)"
Godrej Meridien,"2 BHK Flat in Sector 106, Gurgaon",₹2.15 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Ireo Skyon
4.1","2 BHK Flat in Sector 60, Gurgaon",₹2.8 Cr,Super Built-up Area,"1,524 sqft
(142 sqm)","2 BHK
(3 Baths)"
Ambience creacion,"2 BHK Flat in Sector 22B, Gurgaon",₹3 Cr,Carpet Area,"1,382 sqft
(128 sqm)","2 BHK
(2 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.55 Cr,Super Built-up Area,"1,889 sqft
(175 sqm)","3 BHK
(3 Baths)"
"M3M Merlin
3.8","3 BHK Flat in Sector 67, Gurgaon",₹3.6 Cr,Super Built-up Area,"2,047 sqft
(190 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"DLF Wellington Estate
4.0","4 BHK Flat in DLF Phase 5, Gurgaon",₹4.65 Cr,Super Built-up Area,"1,740 sqft
(162 sqm)","4 BHK
(4 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.45 Cr,Super Built-up Area,"1,689 sqft
(157 sqm)","3 BHK
(3 Baths)"
Godrej Meridien,"4 BHK Flat in Sector 106, Gurgaon",₹3.9 Cr,Super Built-up Area,"2,720 sqft
(253 sqm)","4 BHK
(4 Baths)"
"Ireo Skyon
4.1","2 BHK Flat in Sector 60, Gurgaon",₹2.9 Cr,Super Built-up Area,"1,545 sqft
(144 sqm)","2 BHK
(2 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","4 BHK Flat in Sector-33 Sohna, Gurgaon",₹3.8 Cr,Super Built-up Area,"2,600 sqft
(242 sqm)","4 BHK
(4 Baths)"
Anant Raj,"3 BHK Flat in Sector 63A, Gurgaon",₹2.35 Cr,Super Built-up Area,"1,700 sqft
(158 sqm)","3 BHK
(3 Baths)"
"Krisumi Waterfall Residences
3.7","3 BHK Flat in Sector 36A, Gurgaon",₹3.75 Cr,Super Built-up Area,"1,975 sqft
(183 sqm)","3 BHK
(2 Baths)"
"Smart World Orchard
3.7","3 BHK Flat in Sector 61, Gurgaon",₹2.58 Cr,Super Built-up Area,"1,712 sqft
(159 sqm)","3 BHK
(3 Baths)"
"DLF The Primus
4.0","3 BHK Flat in Sector 82A, Gurgaon",₹2.85 Cr,Super Built-up Area,"1,799 sqft
(167 sqm)","3 BHK
(3 Baths)"
,,,,,
"Chintels Serenity
3.5","3 BHK Flat in Sector 109, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,955 sqft
(182 sqm)","3 BHK
(4 Baths)"
"Adani M2K Oyster Grande
3.8","3 BHK Flat in Sector 102, Gurgaon",₹2.8 Cr,Super Built-up Area,"1,889 sqft
(175 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹2.1 Cr,Super Built-up Area,"1,890 sqft
(176 sqm)","3 BHK
(3 Baths)"
"Vatika The Seven Lamps
3.8","3 BHK Flat in Sector 82, Gurgaon",₹2.05 Cr,Super Built-up Area,"1,880 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Spaze Privvy The Address
3.9","4 BHK Flat in Sector 93, Gurgaon",₹2.65 Cr,Super Built-up Area,"2,727 sqft
(253 sqm)","4 BHK
(3 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","3 BHK Flat in Sector 102, Gurgaon",₹2.57 Cr,Super Built-up Area,"1,669 sqft
(155 sqm)","3 BHK
(3 Baths)"
"Central Park Flower Valley Aqua Front Towers
3.9","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.6 Cr,Super Built-up Area,"1,789 sqft
(166 sqm)","3 BHK
(3 Baths)"
ATS Kocoon,"3 BHK Flat in Sector 109, Gurgaon",₹2.7 Cr,Super Built-up Area,"2,095 sqft
(195 sqm)","3 BHK
(4 Baths)"
"Sobha City
3.7","3 BHK Flat in Sector 108, Gurgaon",₹4.69 Cr,Super Built-up Area,"2,343 sqft
(218 sqm)","3 BHK
(5 Baths)"
